title_id,title_name,title_type,title_synopsis,title_avg_rating,title_release_year,title_runtime,title_rating,title_bluray_available,title_date_modified
BVJ5M,The Forgotten,Movie,A desperate mother tries to prove the existence of her missing child in this chilling psychological thriller. Reeling from the loss of her 8-year-old son; she seeks counsel from a therapist who claims her son was merely a figment of her imagination.,3.3,2004,5640,PG-13,0,2009-10-07 05:06:22
BVJ5O,The Last Shot,Movie,Eager to shoot his debut film away from meddling Hollywood fat cats; a young filmmaker accepts generous funding from a mysterious investor. But the novice director gets more than he bargained for.,2.7,2004,5640,R,0,2010-07-23 23:32:13
BVJ5Q,Broadway: The Golden Age,Movie,When director Rick McKay travels the world researching the golden age of stage; he realizes that while masterpieces in film and literature can live on through restoration and reprints; the remarkable moments onstage are difficult to save.,3.7,2004,6660,NR,0,2010-04-27 20:46:28
BVJ6b,Pulse,Movie,Senga and her lovely daughter; Nat; are driving down an abandoned road when their journey is interrupted by a series of strange occurrences.,2.5,2003,5460,R,0,2010-04-01 07:09:31
BVJ6x,The Politician's Wife,Movie,"Tory MP Duncan Matlock (<a href=""http://www.netflix.com/RoleDisplay/Trevor_Eve/20033054"">Trevor Eve</a>) may be one of the most powerful men in Britain; but it's his wife; Flora (<a href=""http://www.netflix.com/RoleDisplay/Juliet_Stevenson/89006"">Juliet Stevenson</a>); who has the cunning in this engrossing miniseries. After years of being devoted to her husband and his career; Flora is devastated when Duncan is caught romping with a call girl (<a href=""http://www.netflix.com/RoleDisplay/Minnie_Driver/20000646"">Minnie Driver</a>). In public; she stands by her man; but she's hatching a vengeful plot that will be his reckoning.",3.8,1996,11220,NR,0,2009-10-07 05:06:22
BVj6y,Star Trek,Movie,Capt. Kirk and his trusted team on the starship USS Enterprise boldly go where no man has gone before in this installment of Gene Roddenberry's sci-fi franchise that follows the early days of the intergalactic adventurers.,4.3,2009,7560,PG-13,1,2010-08-20 06:25:00
BVj7D,Flood,Movie,Robert Carlyle (28 Weeks Later; The Full Monty) stars in this pulse-raising thriller as Rob Morrison; a top-flight marine engineer who finds himself in the eye of the storm when London is stricken by a series of massive tidal waves.,2.9,2007,11220,NR,0,2009-10-07 05:06:22
BVj7N,The Bondage,Movie,After an act of vandalism; wealthy Orange County high school student Charlie finds himself locked up in juvenile hall. Lacking the skills to deal with the hardened youths and brutal authorities; he feigns madness.,3.6,2006,6000,R,0,2009-10-07 05:06:22
BVJ7P,Pennies from Heaven,Movie,"In this bizarre but warm-hearted musical written by Dennis Potter; Arthur (<a href=""http://www.netflix.com/RoleDisplay/Steve_Martin/59942"">Steve Martin</a>); a traveling sheet music salesman; entices an innocent teacher (<a href=""http://www.netflix.com/RoleDisplay/Bernadette_Peters/72946"">Bernadette Peters</a>) in Depression-era Chicago. When Arthur and Eileen set out on a series of misadventures; their bleak world turns to song and dance in a series of lavish Busby Berkeley-style musical numbers. Co-star <a href=""http://www.netflix.com/RoleDisplay/Christopher_Walken/96687"">Christopher Walken</a> shines in a tap-dance striptease number.",3,1981,6480,R,0,2009-10-07 05:06:22
BVJ7q,The Gospel According to Jesus,Movie,"For Christians of all stripes; the gospels are rich with messages and wisdom. They're also rife with historical significance; giving readers insight into the politics and pressures of ancient times. But for most; they simply provide much-needed guidance for murky lives and hectic times. Join Maya Angelou; <a href=""http://www.netflix.com/RoleDisplay/Deepak_Chopra/20011705"">Deepak Chopra</a>; <a href=""http://www.netflix.com/RoleDisplay/Ram_Dass/20047282"">Ram Dass</a>; <a href=""http://www.netflix.com/RoleDisplay/Erica_Jong/20065601"">Erica Jong</a>; <a href=""http://www.netflix.com/RoleDisplay/Norman_Lear/20065602"">Norman Lear</a>; <a href=""http://www.netflix.com/RoleDisplay/Susan_Sarandon/82143"">Susan Sarandon</a> and <a href=""http://www.netflix.com/RoleDisplay/Tim_Robbins/78633"">Tim Robbins</a> as they discuss and read from the spiritual text.",2.4,1995,7020,NR,0,2009-10-07 05:06:22
BVJ7R,Deathdream,Movie,"When a couple (<a href=""http://www.netflix.com/RoleDisplay/John_Marley/20001019"">John Marley</a> and <a href=""http://www.netflix.com/RoleDisplay/Lynn_Carlin/14412"">Lynn Carlin</a>) receives the devastating news that their son (<a href=""http://www.netflix.com/RoleDisplay/Richard_Backus/20065622"">Richard Backus</a>) has perished in the line of duty during the Vietnam War; they're overcome with grief. So; when they're told soon after that a mistake was made and their son is on his way home; they're flooded with relief -- until they see him and realize he's not quite the same. In fact; he seems more dead than alive; a specter in human form. &#x2026;",3,1974,5280,PG,0,2009-10-07 05:06:22
BVJ7t,Vintage Movie Classics: One Man Army,Movie,"<a href=""http://www.netflix.com/RoleDisplay/Fred_Williamson/99750"">Fred Williamson</a> (otherwise known as The Hammer) stars in this triple feature of blaxploitation classics. 1975's Death Journey has him on the road with a witness to a crime; whom he must protect from killers nipping at their heels. In 1976's Johnny Barrows; Williamson plays a Vietnam vet who applies the skills he learned in the military to survive in the big; bad city. And in 1984's Deadly Impact; he's solving a case based in a Las Vegas casino.",2.2,1975,15360,R,0,2009-10-07 05:06:22
BVj7Y,Eddie and the Cruisers / Eddie and the Cruisers II: Eddie Lives,Movie,Michael Paré stars as Eddie Wilson of the rock band Eddie and Cruisers in this pair of dramas from the 1980s.,3.8,1983,11940,NR,0,2009-10-07 05:06:22
BVj84,Valkyrie,Movie,Wounded in Africa during World War II; Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler.,3.4,2008,7200,PG-13,1,2010-07-23 21:50:06
BVj85,Inkheart,Movie,"Unbeknownst to his 12-year-old daughter; Meggie; bookbinder Mo ""Silvertongue"" Folchart has a secret ability to bring characters to life by reading their stories out loud. But when the wicked Capricorn comes after her father; Meggie must rescue him.",3.5,2008,6360,PG,1,2010-03-08 20:08:55
BVj87,Underworld: Rise of the Lycans,Movie,A prequel to the first two Underworld films; this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love; Sonja; courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor.,3.8,2009,5520,R,1,2010-09-17 07:17:34
BVJ8f,Evilspeak,Movie,"A beleaguered military student (<a href=""http://www.netflix.com/RoleDisplay/Clint_Howard/43393"">Clint Howard</a>) is fed up with being teased by his fellow classmates and longs for the day when he can pay them back for the pain they've caused him. He stumbles upon an old satanic place of worship and discovers the dark and evil secrets that are stored there. Putting his newfound knowledge to use; he makes those who tormented him wish they were never born.",2.9,1982,5520,R,0,2009-10-07 05:06:22
BVj8i,Silent Partner,Movie,When CIA agent Gordon Patrick digs into the murder of a Russian politician; he must turn to an enigmatic woman to help him navigate the labyrinthine world of Russian organized crime.,2.7,2005,5760,NR,0,2009-10-07 05:06:22
BVj8S,The Fifth Commandment,Movie,When a skilled assassin (martial artist Rick Yune; who also penned the screenplay) declines an assignment to kill a pop star who's under the protection of his bodyguard half brother; he invokes the ire of Bangkok's stealthiest professional killers.,3,2008,5400,R,0,2009-10-07 05:06:22
BVj8U,Ghost Town,Movie,"British funnyman Ricky Gervais (""The Office;"" ""Extras"") stars in his first feature film lead as Bertram Pincus; a hapless gent who's pronounced dead; only to be brought back to life with an unexpected gift: a newfound ability to see ghosts.",3.5,2008,6120,PG-13,1,2009-10-07 05:06:22
BVj8Y,Taken,Movie,While vacationing with a friend in Paris; an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock; her ex-spy father must pull out all the stops to save her.,4.1,2008,5580,UR,1,2010-11-05 19:12:38
BVJ97,Shelter Island,Movie,"Lou Delemere (<a href=""http://www.netflix.com/RoleDisplay/Ally_Sheedy/84823"">Ally Sheedy</a>) is a pro golfer turned motivational speaker whose upwardly mobile lifestyle is shattered when she's the victim of a random beating outside her Manhattan home. In need of R&R; Lou and her partner; Alex (<a href=""http://www.netflix.com/RoleDisplay/Patsy_Kensit/49065"">Patsy Kensit</a>); head to their secluded home on Shelter Island. But Lou's privacy is threatened by a nosy sheriff (<a href=""http://www.netflix.com/RoleDisplay/Chris_Penn/20000541"">Chris Penn</a>) and a weird stranger (<a href=""http://www.netflix.com/RoleDisplay/Stephen_Baldwin/20000046"">Stephen Baldwin</a>) who collapses on their doorstep during a thunderstorm.",2.3,2003,4980,R,0,2009-10-07 05:06:22
BVJ9F,Predator: Collector's Edition,Movie,Two real-life governors -- Arnold Schwarzenegger (Dutch) and Jesse Ventura (Sgt. Blain) -- use their muscled intellects to pursue a force more sinister than state budget crises: an otherworldly creature deep in the jungle.,3.9,1987,6420,R,1,2010-10-26 19:01:42
BVJ9G,Predator: Collector's Edition: Bonus Material,Movie,"The bonus material for the Collector's Edition of this popular sci-fi horror film features a deleted scene of Dutch (<a href=""http://www.netflix.com/RoleDisplay/Arnold_Schwarzenegger/83402"">Arnold Schwarzenegger</a>) fleeing from the alien Predator; a documentary about the film titled ""If It Bleeds; We Can Kill It;"" three Predator red suit special effects; Predator camouflage tests; seven featurettes; three outtakes; three Easter eggs; a still gallery and a trailer for Alien Quadrilogy.",3.8,1987,3600,NR,0,2010-07-06 01:02:53
BVJ9M,I'm Not Rappaport,Movie,Nat Moyer and Midge Carter are a truly odd couple who wryly comment on modern urban life as it strolls by their bench in Central Park. Adapted and directed by Herb Gardner from his Tony Award-winning Broadway play.,3.2,1996,8220,PG-13,0,2010-05-27 19:09:08
BVJ9o,The Greek Americans,Movie,"The experiences of all sorts of immigrants; including the Italians and the Irish; have long been chronicled in books and on television. This documentary trains its lens on another community: the Greeks. Featuring interviews with prominent Greek Americans such as George Stephanopolous; Bob Costas and <a href=""http://www.netflix.com/RoleDisplay/Pete_Sampras/20065939"">Pete Sampras</a>; the film explores the vibrant history of a fascinating segment of America's melting pot.",2.9,1998,9420,NR,0,2009-10-07 05:06:22
BVJa0,A Salute to Buddy Rich,Movie,"Legendary drummer <a href=""http://www.netflix.com/RoleDisplay/Buddy_Rich/20031089"">Buddy Rich</a> could find the beat in any tune and make the song feel refreshed and renewed through his enormous talent with percussion. No wonder other great musicians such as <a href=""http://www.netflix.com/RoleDisplay/Phil_Collins/18494"">Phil Collins</a>; <a href=""http://www.netflix.com/RoleDisplay/Dennis_Chambers/30003111"">Dennis Chambers</a> and <a href=""http://www.netflix.com/RoleDisplay/Steve_Smith/20045835"">Steve Smith</a> consider him one of their biggest inspirations. This 1998 concert at the Manhattan Center brings the three drummers together with the <a href=""http://www.netflix.com/RoleDisplay/Buddy_Rich/20031089"">Buddy Rich</a> Band for a pounding homage to the master.",3.1,1998,6300,NR,0,2009-10-07 05:06:22
BVjAa,Dark City: Director's Cut,Movie,Alex Proyas directs this shadowy sci-fi masterpiece about a man who awakens to find himself accused of murder in a strange city. Now; he must untangle his jumbled memories while eluding both the police and a woman claiming to be his wife.,3.9,1998,6660,NR,1,2010-11-12 18:07:58
BVJAd,Silver City,Movie,Dicky Pilager can't put a coherent sentence together; but he's running for governor anyway; as a candidate for those looking for an approachable leader. But his campaign hits a snag when he hooks onto a corpse in the middle of a fishing photo op.,2.7,2004,7620,R,0,2010-08-16 04:10:52
BVJal,Phil Collins: A Life Less Ordinary,Movie,Singer Phil Collins became one of the most successful male solo artists of the 1980s after his split from the band Genesis.,3.4,2003,3600,NR,0,2010-04-27 08:19:32
BVJbF,Marilyn's Man,Movie,The myths about Marilyn Monroe are finally debunked through the eyes of Marilyn's first husband; Jim Dougherty. In this unique documentary; Marilyn's early life as Norma Jean Baker is revealed.,2.5,2004,5520,PG,0,2010-01-13 08:45:08
BVJBH,The Occultist,Movie,The tranquil island of San Caribe is stunningly beautiful; but looks aren't everything in this science fiction thriller. The gorgeous façade hides a perilous haven for a group of voodoo-practicing witches who prefer to walk around in the nude.,1.7,1987,5100,NR,0,2010-08-28 23:06:16
BVJbL,Starring Adam Nelson,Movie,"<a href=""http://www.netflix.com/RoleDisplay/Annick_Vroom/20041325"">Annick Vroom</a>'s documentary follows actor <a href=""http://www.netflix.com/RoleDisplay/Adam_Nelson/20042561"">Adam Nelson</a> early in his career as he sets out to achieve fame and fortune. Nelson's off-Broadway one-man show; """"How to Talk Dirty: The Story of Lenny Bruce;"" lasted over a year; and he later produced and starred in a World Trade Center charity play that featured actors such as Benjamin Bratt; Julianne Moore; Marisa Tomei; Scarlett Johansson; Christina Applegate; Seth Green and more.",2.1,2004,6000,NR,0,2009-10-07 05:06:22
BVJbQ,Come Away Home,Movie,Trendsetting 12-year-old Annie Lamm must adapt to a completely different scene when she's coerced to leave New York City and spend the summer in Hilton Head; South Carolina; with her Grandpa Donald.,3.8,2005,6120,PG,0,2010-01-13 08:45:08
BVJbS,When Will I Be Loved?,Movie,Neve Campbell stars as Vera in this drama about a woman who just won't take it anymore. Neglected by her scheming boyfriend; Vera decides to take his offer to help him seduce a rich Italian magnate as a way to make off with the man's money.,2.3,2004,4860,R,0,2010-05-11 18:24:14
BVJbW,Saw,Movie,Would you kill to live? That's what two men; Adam and Gordon; have to ask themselves when they're abducted by a serial killer and paired up in a deadly situation -- holed up in a prison constructed with such ingenuity that escape seems impossible.,3.6,2004,6000,R,1,2010-09-15 07:12:34
BVJc1,Malibu Beach,Movie,"Life's a beach; unless you're Dina (<a href=""http://www.netflix.com/RoleDisplay/Kim_Lankford/20061745"">Kim Lankford</a>); a dedicated and devastatingly sexy lifeguard on the sands of Malibu. Dina has more than dangerous waves and errant swimmers to worry about; she's also being squeezed by two insistent suitors; Bobby (<a href=""http://www.netflix.com/RoleDisplay/James_Daughton/20013208"">James Daughton</a>) and Paul (<a href=""http://www.netflix.com/RoleDisplay/Michael_Luther/30003208"">Michael Luther</a>) -- and neither one's backing down! This breezy; over-the-top romp directed by Robert Rosenthal features plenty of babes and beefy biceps.",2.5,1978,5760,R,0,2010-08-20 08:27:07
BVjC5,Harold and Kumar Escape from Guantanamo Bay: Bonus Material,Movie,"The bonus material for this hilarious sequel to 2004's hit stoner comedy featuring 'that Asian guy from American Pie' and 'that Indian guy from Van Wilder' includes 36 deleted and extended scenes; President Bush anti-smoking PSAs; the theatrical trailer and ""Inside the World of Harold & Kumar: A Choose Your Path Experience.""",3.2,2008,3600,NR,0,2009-10-07 05:06:22
BVjcD,Slippery Slope,Movie,To amp her cash flow and bail her indie masterpiece out of hock at the lab; high-minded feminist director Gillian joins the crew of an independent film of a different sort -- a pornographic skin flick.,2.2,2007,4860,NR,0,2009-10-07 05:06:22
BVjcU,My Friends Tigger & Pooh: Hundred Acre Wood Haunt,Movie,This clever interactive program invites all kinds to join in the fun with Pooh (the Bear of Very Little Brain); Piglet; Eeyore and the gang from Hundred Acre Wood as they solve a series of head-scratching mysteries through fun questions and games.,3.3,2008,4320,TV-G,0,2009-10-31 08:17:48
BVJCW,Saving Private Ryan: Bonus Material,Movie,"This DVD that complements the special edition of <a href=""http://www.netflix.com/RoleDisplay/Steven_Spielberg/87835"">Steven Spielberg</a>'s groundbreaking and award-winning film; Saving Private Ryan; includes a Spielberg introduction; a documentary by Laurent Bouzereau about the making of the film; an examination of the film's inspiration; the Niland brothers; who were all serving in the military during the war; a careful study of the film's major characters and what inspired them; and other fascinating featurettes.",4,1998,3600,NR,0,2009-10-07 05:06:22
BVjDm,My Bloody Valentine,Movie,Haunted by the mining-related massacre that took place there on Valentine's Day a decade ago; Tom returns to his hometown to find some closure. But no sooner does he arrive than a pickax-wielding madman begins a new bloody killing spree.,3,2009,6180,R,1,2010-10-11 17:17:07
BVjDn,The Pink Panther 2,Movie,Everybody's favorite blundering detective; Inspector Jacques Clouseau; is back in another antic-filled caper. This time; Clouseau joins a team of equally incompetent detectives to foil a thief from heisting historical artifacts.,3.2,2009,5520,PG,1,2010-08-20 07:24:32
BVjdS,The Unseen,Movie,When a mix-up at a local hotel leaves them without a place to stay; a trio of female reporters accepts an invitation from a friendly museum owner to stay in his nearby farmhouse; unaware of the evil that awaits them.,2.6,1981,5340,R,0,2010-08-26 08:30:03
BVJDv,The Christmas Star,Movie,"A grizzled con learns the true meaning of Christmas in this heartwarming holiday tale. After escaping from prison disguised as Saint Nick; Horace (<a href=""http://www.netflix.com/RoleDisplay/Edward_Asner/3500"">Edward Asner</a>) hides in the suburbs and meets siblings Billy and Trudy (Nicholas Van Burrek; <a href=""http://www.netflix.com/RoleDisplay/Vicki_Wauchope/30035906"">Vicki Wauchope</a>). Convinced he's for real; Billy and Trudy help the false Santa retrieve his hidden loot from a department store. <a href=""http://www.netflix.com/RoleDisplay/Fred_Gwynne/38024"">Fred Gwynne</a>; <a href=""http://www.netflix.com/RoleDisplay/Rene_Auberjonois/20005340"">Rene Auberjonois</a>; <a href=""http://www.netflix.com/RoleDisplay/Jim_Metzler/63283"">Jim Metzler</a> and <a href=""http://www.netflix.com/RoleDisplay/Susan_Tyrrell/20012897"">Susan Tyrrell</a> also star.",3.1,1986,5640,NR,0,2009-10-07 05:06:22
BVJEp,Gidget Goes Hawaiian / Gidget Goes to Rome,Movie,"In Gidget Goes Hawaiian; surfboard sweetheart Gidget (<a href=""http://www.netflix.com/RoleDisplay/Deborah_Walley/20000559"">Deborah Walley</a>) has a lovers' tiff with her surfboarding swain; Jeff (<a href=""http://www.netflix.com/RoleDisplay/James_Darren/20024720"">James Darren</a>); and heads off with her family to Waikiki; where she's hotly pursued by a handsome young TV star. In Gidget Goes to Rome; Gidget (<a href=""http://www.netflix.com/RoleDisplay/Cindy_Carol/20066724"">Cindy Carol</a>) forsakes sandy beaches for the Eternal City and the affections of a handsome Italian lothario (<a href=""http://www.netflix.com/RoleDisplay/Cesare_Danova/21811"">Cesare Danova</a>).",3.7,1961,12300,NR,0,2009-10-07 05:06:22
BVJEr,Three Blind Mice,Movie,"In Florida; three Vietnamese youths are murdered and found with a single playing card; the ace of spades; laid on their bodies -- a killing style reminiscent of that practiced by American troops during the Vietnam War. When a lawyer (<a href=""http://www.netflix.com/RoleDisplay/Brian_Dennehy/23866"">Brian Dennehy</a>) hears that the accused killer is an old buddy from that same war; he takes on his defense. But as the case unravels; some stunning facts surface about his friend's violent acts back in Vietnam. &#x2026;",2.7,2001,5400,PG-13,0,2009-10-07 05:06:22
BVJfa,Pale Saints,Movie,Amateur gangsters Louis and Dody land in hot water after muscling in on a crime lord's dominion in this hip thriller. After killing the crime boss's cousin and stuffing his body in the trunk of their car; the pair travels from Montreal to Toronto.,2.4,1997,5400,R,0,2010-04-06 19:02:37
BVjFB,Cyxork 7,Movie,Years ago; Kommander 88 made a name for himself as the hero of the Cyxork movies. Now; he hopes that a new sequel by a young director will revive his career.,1.8,2006,5580,NR,0,2009-10-07 05:06:22
BVJfe,In the Blink of an Eye,Movie,"Falsely accused of killing a police officer; Sunny Jacobs (<a href=""http://www.netflix.com/RoleDisplay/Mimi_Rogers/79350"">Mimi Rogers</a>) is convicted and must serve out a 15-year sentence. The only person who knows for sure that Sunny isn't guilty is her longtime friend Micki (<a href=""http://www.netflix.com/RoleDisplay/Veronica_Hamel/20032051"">Veronica Hamel</a>); and it will be solely up to her to prove her friend's innocence. With the truth on her side; Micki is confident she'll be successful &#x2026; but can it really be that easy?",2.7,1996,5700,PG-13,0,2010-03-19 08:17:58
BVjfF,Forever,Movie,After moving into the former home of a silent-movie magnate -- a house that's rumored to be haunted -- a music video director finds himself courted by a pair of beautiful women; both real and imagined.,2,1992,5580,R,0,2010-11-05 19:34:29
BVJfj,Footloose,Movie,This special edition of the movie that shot Kevin Bacon to the stratosphere of fame features the actor playing Ren McCormick; a decidedly urban teen who's transplanted to a small Midwestern town where dancing is outlawed.,3.6,1984,6420,PG,0,2010-06-01 07:06:18
BVjfN,Comedy Club Shoot-out: Vol. 2,Movie,With a lineup that includes appearances by Brad Garrett; Tim Allen; Drew Carey and Dave Coulier; this outrageous and memorable volume features the cream of the stand-up comedian crop.,2.3,2008,4440,NR,0,2009-10-07 05:06:22
BVJFq,The Eliminator,Movie,"Dakota Varley (<a href=""http://www.netflix.com/RoleDisplay/Bas_Rutten/20011579"">Bas Rutten</a>); a Los Angeles cop who's used to being in control; finds the tables turned on him when he enters a powerboat race and discovers just how dangerous and bloody it can be. Although he wins; he gets much more than he bargained for when he's subsequently kidnapped by the competition's maniacal organizer; Miles Dawson (Michael Rucker). It seems Varley's just a pawn in an even deadlier game devised by Dawson. &#x2026;",2.4,2004,5400,R,0,2009-10-07 05:06:22
BVJFv,The Lost Boys: Special Edition: Bonus Material,Movie,"Bonus material for The Lost Boys: Special Edition includes a retrospective film with the cast and director; deleted scenes; multi-angle video commentary with <a href=""http://www.netflix.com/RoleDisplay/Corey_Haim/38307"">Corey Haim</a>; <a href=""http://www.netflix.com/RoleDisplay/Corey_Feldman/29406"">Corey Feldman</a> and <a href=""http://www.netflix.com/RoleDisplay/Jamison_Newlander/30000473"">Jamison Newlander</a>; ""Vamping Out: The Undead Creations of Greg Cannom""; ""The Vampire's Photo Gallery""; ""Inside the Vampire's Cave""; ""The Return of Sam and the Frog Brothers""; ""Haimster & Feldog: The Story of the 2 Coreys"" and more.",3.9,1987,5400,NR,0,2009-10-07 05:06:22
BVjfw,Gnaw: Food of the Gods: Part 2,Movie,After a group of lab rats nibble on some plants tainted with an experimental growth hormone and transform into giant monsters; it's up to university scientist Neil Hamilton to find the antidote and save the day.,2.6,1989,5400,R,0,2010-08-19 08:28:29
BVjfY,Johnny Handsome,Movie,When a heist goes wrong; gangster John Sedley's best friend is killed; leaving him alone to take the blame for the crime. But the disfigured crook gets a second chance at life after receiving a brand-new face from a prison surgeon.,3.2,1989,5760,R,0,2010-06-10 23:11:27
BVJG3,The Lost Boys: Special Edition,Movie,After his brother; Michael; drinks blood and gets mixed up with a rough biker gang rumored to be a coven of vampires; Sam and his two vampire-hunter friends -- armed with garlic and water pistols full of holy water -- try to rid the town of evil.,3.9,1987,5820,R,1,2010-11-05 00:10:52
BVJg5,Jane Austen in Manhattan,Movie,"At Sotheby's auction house in New York City; Pierre (<a href=""http://www.netflix.com/RoleDisplay/Robert_Powell/74716"">Robert Powell</a>); an avant-garde theatre director; battles with his former lover and professional mentor Lilianna Zorska (<a href=""http://www.netflix.com/RoleDisplay/Anne_Baxter/6143"">Anne Baxter</a>) for rights to produce a previously unknown play written by Jane Austen. The two also compete for the loyalties of a young actress; Ariadne (<a href=""http://www.netflix.com/RoleDisplay/Sean_Young/101805"">Sean Young</a>; in her first screen role). Loosely based on a true story.",1.7,1980,6480,NR,0,2009-10-07 05:06:22
BVJG9,Backtrack,Movie,Jodie Foster stars as Anne Benton; an artist who witnesses a mob assassination and reports it to the police. But when the mob comes after Anne; she's forced to go on the lam; hotly pursued by a hit man and the authorities.,2.9,1990,6120,R,0,2010-11-04 20:03:10
BVJGC,Anne of Green Gables,Movie,Director Kevin Sullivan brings L.M. Montgomery's classic children's novel to life. Megan Follows stars as Anne Shirley; the talkative; red-headed orphan sent by mistake to live with a spinster and her brother on scenic Prince Edward Island; Canada.,4.2,1985,11640,NR,0,2010-04-26 08:07:21
BVJGh,Female American Rap Stars,Movie,The hard-scrabble world of rap and hip-hop may boast a stream of superstar female acts now; but it wasn't always that way. And in some sense; it's still a closed and difficult universe for women.,2.1,2004,5100,PG-13,0,2010-01-13 08:45:08
BVJGi,Judas,Movie,"Originally airing on ABC; this interpretation of the life of Judas focuses on the two years he spent with Jesus. A look at Judas's (<a href=""http://www.netflix.com/RoleDisplay/Johnathon_Schaech/20004667"">Johnathon Schaech</a>) early years sets the stage for his disdain of the Romans and his association with Jesus (<a href=""http://www.netflix.com/RoleDisplay/Jonathan_Scarfe/20030980"">Jonathan Scarfe</a>). At the onset; Judas appears a dedicated apostle; but growing doubts eventually lead him to betrayal. After Jesus's crucifixion; Judas commits suicide; and the apostles pray for his soul.",2.9,2004,5340,PG-13,0,2010-09-17 15:40:48
BVjGP,Nixon: Bonus Material,Movie,"<a href=""http://www.netflix.com/RoleDisplay/Oliver_Stone/89386"">Oliver Stone</a>'s definitive and controversial biography of Richard Nixon features a wealth of bonus features; including: ""Beyond Nixon;"" an all new documentary directed by <a href=""http://www.netflix.com/RoleDisplay/Sean_Stone/30094665"">Sean Stone</a>; nearly an hour of deleted scenes with commentary by <a href=""http://www.netflix.com/RoleDisplay/Oliver_Stone/89386"">Oliver Stone</a>; an interview of Oliver by Charlie Rose; and several theatrical trailers for the movie.",3.2,1995,9120,NR,1,2009-10-07 05:06:22
BVJGR,Crossroads,Movie,In search of a long-forgotten blues song; classical guitarist Eugene befriends legendary bluesman Willie Brown after meeting him in a Harlem nursing home.,3.7,1986,5940,R,0,2010-10-06 23:18:01
BVJGV,Babylon 5: Thirdspace,Movie,The Babylon 5 crew chance upon a unique intergalactic causeway; a gate to another world that leads them into the heart of dire straits. Can the vessel find its way out to safety; or have they really gone too far this time?,3.9,1998,5460,NR,0,2010-07-28 01:33:24
BVJGZ,The Lion King II: Simba's Pride,Movie,The circle of life continues for Simba; now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter; Kiara who's as rebellious as her father was.,3.7,1998,4860,G,0,2010-07-02 18:39:31
BVJH4,Mean Streets,Movie,In director Martin Scorsese's look at New York City's Little Italy; Charlie deals with the pressures of working his way up the ranks of a local mob; while coping with his family's disapproval of his epileptic girlfriend.,3.6,1973,6600,R,0,2009-10-07 05:06:22
BVJH5,The Lion King II: Simba's Pride: Bonus Material,Movie,"This disc accompanying the follow-up to one of Disney's most popular animated adventures ever includes the animated short ""One by One;"" interactive games (""Find Out Why;"" ""Rafiki's Challenge"" and more); featurettes; music videos and more.&#x000A;",3.7,1998,2640,G,0,2010-04-14 08:42:13
BVjhA,Ripple Effect,Movie,Believing that bad karma is keeping him from realizing his dream; hip clothing designer Amer Atrash attempts to orchestrate salvation -- with unexpected results -- in this indie drama.,2.8,2007,4980,R,0,2010-10-07 07:11:24
BVjhD,Angels & Demons,Movie,After the murder of Italian physicist Leonardo Vetra; Harvard symbologist Robert Langdon's investigation with Vetra's daughter leads to a secret society; the Illuminati; and a quest for the world's most potent -- and deadly -- energy source.,3.7,2009,8760,NR,1,2010-07-26 21:34:43
BVjhE,Terminator: Salvation,Movie,All grown up in post-apocalyptic 2018; John Connor must lead the resistance of humans against the increasingly dominating militaristic robots in this fourth installment of the popular action-packed Terminator series.,3.6,2009,7020,R,1,2010-01-06 19:12:17
BVjhF,Night at the Museum 2: Battle of the Smithsonian,Movie,In this sequel to the hit comedy; Ben Stiller returns as hapless museum night watchman Larry Daley; who must help his living; breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution.,3.6,2009,6300,PG,1,2010-11-10 17:40:31
BVJHg,The Last Summer,Movie,"Writer-director <a href=""http://www.netflix.com/RoleDisplay/Jonathan_Landau/20036577"">Jonathan Landau</a> weaves a heartbreaking emotional tapestry with a 12-year-old boy; Joel Shuman (<a href=""http://www.netflix.com/RoleDisplay/Corey_Jackson/30008479"">Corey Jackson</a>); at its center. Joel's family (played in part by <a href=""http://www.netflix.com/RoleDisplay/Muse_Watson/182995"">Muse Watson</a> and Adam Pervy) is in a shambles soon after his mother's shocking and untimely death. Somehow; the resilient Joel manages to heal with the help of his friends; who are determined to have one last summer together before the turmoil of the adolescent years begins.",3.2,2004,0,NR,0,2009-10-07 05:06:22
BVJHh,The Flight of the Phoenix,Movie,When a C-119 cargo plane full of oil workers crashes in Mongolia's Gobi Desert during a sandstorm; the survivors attempt to build a new plane from the parts they find in the wreckage; led by downed pilot Frank Towns.,3.4,2004,6780,PG-13,1,2010-07-13 19:19:15
BVJHj,Finding Neverland,Movie,Peter Pan and the denizens of Neverland have captured the hearts and minds of J.M. Barrie's readers. But this Oscar-winning film reveals how the imaginative author envisioned a world that was at once so wondrous and perilous.,3.8,2004,6060,PG,1,2010-07-30 23:05:04
